datapointID,sequence
train_11241,∫ ∂ Φ Ω ∫ Ξ ∇ ∫
train_11242,∇ ∂ Ω ∇ Ω ∫ Ω Ω ∫ Ξ ∇ ∫ ∇ Ξ
train_11243,Φ Ω Ω Ω ∇ Ξ ∫ Ω ∫ ∇
train_11244,∂ Φ ∂ Φ Ω ∫ ∇ ∫ ∇ Ω
train_11245,Φ Ξ ∫ Φ Φ Ξ ∇ ∇ ∫ Ξ ∫ ∇ Φ
train_11246,Ω ∫ Φ ∫ ∫ Ω ∇ ∇ Ξ ∂ ∂ ∂
train_11247,∇ ∇ ∫ Ω Φ
train_11248,∂ ∇ Ξ Ξ ∇ Φ ∫ Ω Φ ∇ ∫ Φ
train_11249,Ω ∂ Φ ∂ Ξ Ω ∫ ∂ ∇
train_11250,Ξ ∫ ∇ Ξ ∂
train_11251,∫ ∇ Ω Φ Ξ ∇ ∫ ∇ ∇ ∇ ∇ Ω ∂
train_11252,∂ ∂ ∂ ∂ Ξ Ω Φ ∇ ∂ ∂ ∫ Ξ ∂ Ξ
train_11253,∂ ∇ ∂ ∫ Ω Ξ ∇ ∫ Ξ ∇ ∂ ∇
train_11254,∇ Ξ ∫ Ξ Φ ∂ ∇ ∫ Ξ ∫ ∇ Φ
train_11255,∂ Ω Ω ∫ ∇ Ξ Φ ∂ Φ ∫ Φ ∂
train_11256,∫ ∇ Ω ∇ Ω ∫ ∇ Φ ∂ Φ
train_11257,Ω ∂ Φ Φ ∫
train_11258,∇ ∇ Ω ∫ ∫ Φ ∇ Ξ ∂ Ξ Ξ Ω
train_11259,∂ ∇ ∇ Ω ∫ Ω
train_11260,Ω ∇ Ξ Ω ∇ Φ ∇ Φ ∫ Ξ
train_11261,Ξ ∫ Ω Φ ∇ ∇ ∫ Φ ∫
train_11262,Ξ ∇ Ξ Ξ Ξ Ω
train_11263,∂ ∂ ∇ ∫ ∇ Φ Φ Ω ∇ Ω Φ ∂ ∂
train_11264,∂ Ω ∫ Ω ∂ Ξ ∇ ∂ Ω ∇ Ω Ω ∂ Ξ
train_11265,Ω ∇ ∇ Φ ∂ ∇ Φ
train_11266,∂ ∇ ∫ Ω ∂ ∇ Ξ Ξ
train_11267,Ξ ∂ ∫ Ω Φ Ω ∇ Ξ ∫
train_11268,Ξ ∇ Ξ ∫ ∇ Ξ ∂ Ξ Ω Ξ Ω Ω Ω
train_11269,∫ ∇ Ω ∇ ∇ ∂ ∫
train_11270,∇ Φ ∂ Ξ Ω Ξ Ξ ∂ Ξ Ω ∫ Ω
train_11271,∫ ∂ ∂ Ω ∫
train_11272,Φ ∇ Ω ∇ Ξ ∫ ∇
train_11273,∂ Ξ Ω ∫ Ξ Ξ ∂ ∫ ∫ Φ ∇ Ξ ∫ Ω
train_11274,Φ ∇ ∂ ∂ Φ ∂ ∫ ∇ ∂
train_11275,Ω Ξ Ξ ∇ Ω
train_11276,Ω Ξ Φ ∫ ∇
train_11277,Ξ ∂ ∂ Φ ∇ Φ Ω ∂ ∇
train_11278,Ω Ω ∂ Ξ ∫
train_11279,∂ Ξ Ξ Φ ∫ ∫ Φ ∫ ∂ Φ Ξ Φ ∂
train_11280,∂ ∫ ∫ ∇ Ω Ω
train_11281,∫ ∇ ∫ ∂ Ω ∫
train_11282,Ξ Ξ Ξ ∫ Ω Ξ
train_11283,Ω Ξ ∇ ∇ ∂ Φ ∫ Ξ Ω Ξ Φ Ξ Φ Ω
train_11284,Ξ Φ Φ Ω Φ ∂
train_11285,∫ Φ ∫ Φ ∫ ∇ ∇ Ω ∂ Ξ Ω
train_11286,∂ Ω ∫ Ξ ∫ ∫
train_11287,∂ Φ ∫ ∇ ∂ Φ Ω ∂ Ξ ∂ Ω
train_11288,∫ ∇ Ω ∫ ∂ ∂ ∫ Φ Ω ∇ Ξ ∇ ∂
train_11289,Ω ∂ Φ Ω ∂ ∫ Ξ Ξ
train_11290,∂ ∫ Φ ∫ Ω ∇ Φ ∇ ∂ Φ Ω ∂ ∫
train_11291,Φ Φ ∂ Ω Ω Φ ∫ ∇ ∂ ∫ Ξ
train_11292,Ω ∂ Ω Ξ Φ Ξ Ω Ξ ∫ ∇ ∫
train_11293,Ω ∂ Φ ∂ Ξ Φ Φ ∇ Φ
train_11294,∫ Φ ∫ Φ ∫ Φ Ω Ξ Ξ Ω
train_11295,Ω ∇ ∂ ∫ ∂ ∇ ∫ Ξ Φ ∇ Φ ∇ ∫ ∂
train_11296,∂ Ξ Ω Ω ∂ ∫ Ξ ∫ Ξ
train_11297,∇ ∂ ∇ Ξ ∂ Ω Ξ Ξ ∇ Φ ∂ Ω Ω
train_11298,Ξ Φ Ω ∫ Ω ∂ Φ Ξ ∫ ∂ Ω Ξ Ξ
train_11299,Ω ∂ Φ ∇ ∫ Φ Ω
train_11300,∇ ∂ ∂ Ξ Ω ∂ Φ
train_11301,∂ Φ ∇ Ω Ω ∇ ∂ Ξ Ξ
train_11302,∇ ∇ Ξ ∇ Ξ ∫ Ξ Ξ
train_11303,Φ ∂ ∂ ∂ ∫ Φ Φ
train_11304,∂ ∇ Φ ∂ Φ ∂ Φ Φ Ξ ∇ ∂ Φ ∇
train_11305,Φ ∇ ∂ Ξ ∇ Φ ∂ Ξ Ω ∇
train_11306,Ω ∫ ∫ Φ ∫ ∇ ∫
train_11307,Ξ Ξ ∂ Ξ ∂ Φ Ω Ξ ∫
train_11308,Ξ Ξ Ξ Ω ∂ ∫ Φ ∇ ∂ ∫ Ξ ∂
train_11309,Ξ Ω Ω ∂ Ξ Ξ ∫
train_11310,∇ Ξ ∫ ∇ Ξ
train_11311,Ξ Ξ Ξ Ω Φ ∂ Φ Ω ∂ ∂
train_11312,∂ Ξ Ξ ∂ ∫ Φ ∫ Ω Ω
train_11313,∫ ∫ ∇ Ξ Ξ
train_11314,Φ ∂ Ω ∫ Ω ∫ ∇ Ω Φ ∇ ∇
train_11315,Ω Φ Φ Ω ∫ ∫ ∫ Φ Ω Φ
train_11316,∇ Ω ∂ Φ Φ ∫ ∂ Ξ Φ Ω Φ ∫ Ξ ∂
train_11317,∂ ∫ ∫ Ω ∂ Φ Ω
train_11318,Ω Ξ Ξ ∇ Ω
train_11319,∇ Ω ∇ ∇ ∂ Φ ∇ ∂ Φ
train_11320,∇ ∂ ∇ Ξ Ξ Ω Ξ Φ Ξ ∇ Ω ∂ ∂ ∇
train_11321,Ω Φ Ξ ∇ Ω Φ ∇ Φ Ω ∫ Ω ∫ Ξ Φ
train_11322,∫ ∇ Ξ Ω ∂ Ξ ∫ Ξ ∇ Ω Φ Ξ Ω
train_11323,Ξ ∫ ∂ Ω ∇
train_11324,∇ ∂ ∂ ∇ Φ ∫ ∫ ∂ ∂ ∂
train_11325,Ω ∇ Ξ Ω ∫ ∇ ∇ Φ Ξ ∇ Ω ∇ ∂ ∫
train_11326,Ω Ξ Ξ ∂ Ω Φ ∂ ∂ ∫ Ω
train_11327,Ω Ω Ξ ∇ Φ Ξ ∇ ∂ Ω ∇ Φ Φ
train_11328,∫ Φ Ξ Φ ∂ ∫ ∫ ∫ Ω
train_11329,Ξ Ω Φ Ω ∫ ∂
train_11330,Ξ ∇ ∇ Φ ∫ ∇ Ω ∫ ∇ Φ
train_11331,∫ Ξ ∫ ∫ ∂
train_11332,∫ ∇ Φ Φ ∇
train_11333,∫ Φ ∫ ∫ Φ
train_11334,∇ Ξ ∇ Φ Ξ Ξ ∫ ∇ ∇ Ξ ∂ Ξ Ω Φ
train_11335,∂ Φ ∫ Ω Φ Φ ∂ ∫ ∂ ∇ ∇
train_11336,∂ Ξ Ξ Φ ∇
train_11337,∂ Ξ ∇ ∂ ∂
train_11338,Ω ∂ ∇ ∫ ∫ Ω ∂ Ω
train_11339,∇ Φ Φ Ξ ∂ ∂ Ω Ξ Ω
train_11340,Ξ ∇ Ω ∂ Ξ Ξ ∫ ∫ ∂ Ω ∇
train_11341,Ω ∫ Ξ ∂ ∂ ∇ ∂ Ξ ∇ Ξ Ξ Ξ
train_11342,∂ ∇ Ξ Ω ∂
train_11343,Ω ∫ ∫ ∂ Ξ ∂ ∫ ∇ ∫ ∂ Ω Ω
train_11344,Ξ Ω ∂ ∫ ∫ ∂ Φ Ω Ξ ∫ ∇
train_11345,Φ ∇ Ω ∂ ∂ Φ Ξ ∇ Ξ Φ Φ ∇ ∂
train_11346,Ω ∇ Ω Ω Ω ∫ ∂ Ω ∫ Ω ∇ ∇ Φ
train_11347,Φ ∫ Ω ∫ Φ ∇ Φ Ξ Ω
train_11348,∫ Ω Φ ∂ Φ Ω
train_11349,Ξ Ω ∫ Φ Ξ ∫ Ω Ξ Ξ Ξ
train_11350,∂ Ω ∂ ∂ ∫ Φ ∂ Ξ ∂ ∫ ∇ ∂ Φ
train_11351,∂ Ξ Φ Φ Ξ ∂ ∫ ∂ Φ ∂
train_11352,Ω Φ Ξ Ξ Ξ Ω Φ Ω Φ ∂
train_11353,Φ Φ ∫ Ω ∇ Ξ Ω ∂ ∫ Φ
train_11354,∇ ∂ Φ Ξ Ω
train_11355,Ω Ξ ∫ ∂ ∫ ∫ ∫ ∇ Φ ∇ Ξ Ω ∇
train_11356,∇ Ξ ∫ ∫ Ξ ∂ ∇ Ω Ω ∂ Φ
train_11357,∇ Ξ ∂ ∂ Φ ∫ Ξ ∂ Ξ ∇ ∂
train_11358,Ξ ∫ Ω ∇ ∂ ∇ ∫ Φ ∂ Ξ Ω Ω ∂
train_11359,Ω Ω Φ ∇ Ω ∫ ∂
train_11360,Ξ Φ Ξ ∇ Ξ
train_11361,∂ Ω Ξ ∇ Ξ Ξ ∇ ∇ ∫ Ξ ∇
train_11362,∇ Ω ∇ Φ ∫ ∫
train_11363,Ω ∫ ∫ ∇ ∂ Ξ Φ ∂ ∂ Ξ ∇ ∇ ∫
train_11364,∂ ∇ ∫ ∇ ∇ ∇ Ω ∂ ∇ Ξ
train_11365,Ξ Φ ∫ Φ Ω Ω Ω Φ Φ ∫
train_11366,Ξ Ξ Ξ ∇ ∫ ∇ Ξ Ξ ∇ Φ ∇ ∇
train_11367,∇ Ω Φ ∇ Ξ Ξ Φ ∫ ∇ ∫ ∇ Ξ ∂ Ω
train_11368,Ω ∫ ∂ ∇ ∫ ∂ ∂ Ω Ξ ∫ Φ ∂
train_11369,∂ ∫ ∇ ∂ ∫ ∫ Ξ Ξ Ω
train_11370,Ξ ∫ ∇ Ω Ξ Ω Ω Φ Φ ∂ ∇
train_11371,Ω ∂ ∂ ∇ ∂ ∂ ∫ Ξ
train_11372,∫ Φ Ω Ω ∂ ∇ Φ Ξ ∇ ∫ ∂ Ω ∫ ∫
train_11373,Φ ∇ ∫ ∂ ∫ Ω ∫ ∫ ∫ ∫ ∫ ∫
train_11374,∂ Ξ ∂ Ω ∇ Ξ
train_11375,∫ Ξ ∂ Ξ ∂
train_11376,∂ ∇ ∂ Ξ Ξ
train_11377,Ξ ∂ Ω Ω Ω ∫
train_11378,Ξ ∫ ∂ Φ ∇ ∇ Ω ∫ ∫ Φ ∫ Ξ Ω
train_11379,Ξ ∫ ∇ ∫ ∫ Ξ ∇ ∂ Φ Ξ ∫ ∂ Ω
train_11380,Ω Φ ∇ ∇ Ξ ∇ ∫ ∫ Ξ Ω
train_11381,∇ Φ Ω Ω ∫ ∫ Φ ∇ ∂
train_11382,Φ Φ ∂ ∫ ∇ ∇ Ξ ∂ ∇ ∫ ∫ ∇ ∫
train_11383,∂ Ω Ξ ∂ ∂ ∇ ∂ ∫
train_11384,∫ ∂ ∇ ∇ Ω Ω ∇ Ξ ∇ Ξ
train_11385,∂ Ω ∫ Ω Ξ ∇ Ω Ξ ∂
train_11386,Φ Φ Ω Φ ∇ ∂ ∂ Ξ ∇ Ω
train_11387,∇ Ω ∂ Ω Φ
train_11388,∂ ∫ ∂ Ξ Φ
train_11389,∫ Ω Φ ∂ Ξ Φ Ω Ξ ∇ ∇ Ξ ∫
train_11390,Ξ Ξ Ξ ∇ ∇ ∂ ∫ ∇
train_11391,∫ ∇ Ω ∇ Ω Ω
train_11392,∂ ∂ Ξ Ω ∇ ∇
train_11393,Φ ∇ ∇ Φ ∂ ∇ Φ ∫ Φ
train_11394,∫ Ω ∂ ∇ Ξ Ξ ∂ Ω
train_11395,Ξ Ω Φ Ω ∂ Ξ Φ ∇ Φ ∇ Φ ∫ Φ
train_11396,∂ Φ Ξ ∫ Ω Φ
train_11397,Ξ ∫ ∫ ∂ ∂ ∇
train_11398,Ω ∇ ∇ ∇ Ξ ∂ Ξ Ξ ∂ Ξ ∫
train_11399,∂ ∫ Φ ∂ Ξ ∫ Φ Ξ ∇ Φ ∂ ∂
train_11400,Ω ∂ Φ ∂ ∂ Ξ Ω Ω
train_11401,Ω ∂ Ξ ∫ ∂ ∫ Ξ
train_11402,Ξ ∫ Ξ ∫ ∇ ∂
train_11403,∫ ∂ ∂ ∇ ∂ ∫
train_11404,∂ ∫ ∫ ∫ Ξ Ω ∫ ∫
train_11405,∇ ∫ ∇ ∇ ∂ ∫ Φ
train_11406,∇ Ω Φ ∂ ∇ Ω ∫ ∇ ∂ Φ ∇ ∫ Φ Φ
train_11407,Ξ Ω Φ Ω Ξ Ω ∫ ∇
train_11408,∫ ∫ Φ ∫ Ω ∫ ∂ ∇ Ω
train_11409,Ω Φ Ω Φ ∂ Ω ∇ Ω Ω Ω ∂ Ξ Φ
train_11410,∂ Ξ ∇ ∂ ∂ ∇ Ω ∇
train_11411,Ω ∂ Φ Φ Ξ ∂ Ω ∂ ∇ ∂
train_11412,Ξ ∂ ∇ Ξ ∂ Ω ∂ ∇ Φ Ω Φ ∇ Ω
train_11413,∫ ∂ Ω ∫ Ω ∂ Φ ∫ Ω
train_11414,∇ ∂ Ξ ∇ Ω Ω Φ ∫ Ω Φ
train_11415,∫ Φ ∂ ∫ ∫
train_11416,∫ Ω ∫ Ω ∂ Φ Ω Φ Ω
train_11417,Ω Φ Φ ∂ Ω
train_11418,Ω Ξ Ξ ∂ Ω Ω Ξ
train_11419,∇ Φ ∇ Ω Ξ Ω ∫
train_11420,∂ Φ Ω ∂ Ξ Ω Φ Φ ∫ ∫ ∇
train_11421,Ω Ξ ∂ Ω ∇ Ξ Φ ∫
train_11422,∫ ∂ ∇ Ξ ∂ ∫
train_11423,∇ ∂ ∫ Ω ∂ ∫ ∫ Ξ ∫ Φ
train_11424,∂ ∂ ∂ ∇ ∇ Ξ
train_11425,∂ ∂ ∂ Ξ ∇
train_11426,Φ Ω Ω Φ Φ Ω ∫ Φ ∇ Ξ ∂ Ξ
train_11427,Φ Φ Ω ∇ Ω Ω ∫ Ω ∂
train_11428,Ω Ξ ∇ Φ Φ ∫ ∫ Ξ Ω ∂ Ξ Ξ ∫
train_11429,∇ Φ ∂ ∫ ∂ ∇ Φ Ω ∂ ∫ ∂ ∇ ∇ Φ
train_11430,Φ Φ Φ ∇ ∫ Ξ ∫ Φ ∂ Φ
train_11431,∂ Φ ∇ ∇ Ξ Φ Φ ∇ ∫ ∫ Ξ ∫ ∂ Ξ
train_11432,∫ Ξ Ω ∫ Ξ Ξ ∫ Ξ
train_11433,∇ ∇ Ω ∇ Ξ
train_11434,∂ Ξ Ω Φ ∇ ∫
train_11435,Ω ∫ Ω ∂ Φ ∇ ∫ Φ Ξ ∫ ∫ ∂
train_11436,Ω Φ ∂ ∫ ∫ Ω Ω ∫ ∂ ∇ ∂ ∇ ∇
train_11437,Ω ∫ ∫ ∫ Ω ∇ Ω Φ ∂ ∫ ∂ ∂
train_11438,∫ ∇ ∇ Ω Ξ ∂ ∇ ∂ Ω
train_11439,∂ ∫ Φ ∇ Ξ Ξ Ξ ∫ Ω Φ Ω Φ
train_11440,Φ ∇ Ξ ∂ ∂ Φ Φ ∂ Ξ ∂ Ω ∫
train_11441,∇ Ω Φ ∇ Ξ ∇ Φ Ξ ∫ ∇ ∂ Ω Ω
train_11442,∇ Ω Φ Ω ∫ Ξ Φ ∇ Φ Φ ∫ ∂ ∇
train_11443,∇ ∫ ∇ ∇ ∫ Ω ∫
train_11444,Ω ∫ Ξ Ξ ∂ Φ ∂ ∫
train_11445,Φ Ω ∂ ∫ ∂ ∇ ∫ ∇ Φ Ξ ∫
train_11446,∫ ∂ Φ ∂ ∇ Φ Ξ Φ ∇ ∫ ∂
train_11447,Φ Ξ ∇ ∂ Ω Ω
train_11448,Ξ Ξ ∇ ∂ Φ Ξ ∂ Ξ Ξ ∇
train_11449,∂ Ξ Φ Ξ ∂ ∇ Ξ ∫ Ω
train_11450,∇ Ω ∇ Φ ∂ Ω Ω Ω Φ Ω ∇ ∂ Φ
train_11451,∇ ∫ Ξ ∫ ∫ ∇ Ξ ∫
train_11452,∫ Ξ ∇ ∇ Φ ∇ Φ ∫ Ω Ω Ω ∫
train_11453,∂ Φ Ξ Φ Ω ∫ ∇ Ω ∇
train_11454,∇ Φ ∇ ∂ ∂ Φ Ω ∂
train_11455,∫ ∇ ∂ Ξ Φ ∂ Φ Ξ ∫ Φ Ξ ∂ Ξ
train_11456,Ξ ∫ ∇ ∇ Ω ∫ Φ Ω ∫ Ω Ω ∇ ∂ ∫
train_11457,∂ Ξ Ξ ∫ Ξ ∇ Φ ∫ Ξ Ξ ∇ Ω ∂
train_11458,Ω Ω ∇ ∂ ∇ ∇
train_11459,∂ ∇ Φ Ξ ∂ Φ ∂ Ω ∂ ∫ ∇
train_11460,Φ Ξ Ω Ξ ∂
train_11461,Ω ∫ Ω ∇ Ω Φ Φ ∫
train_11462,Ξ Ω Ω ∫ ∫ ∂ ∂ Ω ∇ Φ ∂ Φ Ω Φ
train_11463,∂ Ξ Ω Ξ Ξ Ω ∂ ∫ ∫
train_11464,∇ Ω Ω Ξ Φ
train_11465,∇ ∫ ∫ Ξ ∇ Φ Φ Ξ Ξ Φ ∇ Ω
train_11466,∫ Ω ∇ ∫ ∂ ∫ Ξ Φ
train_11467,Ω Φ ∂ ∇ Φ ∫ ∂
train_11468,Ξ Φ Φ ∇ ∫ ∂ ∫ Ω ∂ Φ
train_11469,∂ ∫ ∇ ∂ Ξ ∫
train_11470,∂ ∇ Ξ Ξ ∇ Ω ∇ Φ ∫ ∇ Ξ ∫
train_11471,Ξ ∂ Ξ Φ Φ ∇ ∇ ∫ Φ Ω
train_11472,∂ Ω Φ ∂ ∇ ∫ Φ ∫ ∇ Ω ∫
train_11473,Φ Ω ∂ ∇ Ξ Ξ Φ
train_11474,∇ ∇ ∇ Ξ Ω ∫ Ξ ∇ ∇ Ω ∂ Φ
train_11475,Φ Ω Ξ ∇ ∫ Ω ∫ Ξ ∫ Ξ ∫ Ξ
train_11476,Ω Φ Ξ Φ ∫ Ξ ∫ ∇
train_11477,∫ Ξ ∂ Φ Φ
train_11478,Ξ Ξ Ξ Ω ∂ Φ Ξ Ω ∫ Ξ Φ ∇
train_11479,∂ ∂ Ω ∫ Φ ∂ ∂
train_11480,Φ Ξ ∫ Φ ∇ ∂ ∫ ∇ ∂ ∫ ∂
train_11481,∇ Ξ Ω ∂ Ξ ∂ ∫
train_11482,Ω Ξ ∂ ∇ Ξ Ω ∇ Φ ∇
train_11483,∇ ∫ Ξ ∫ Ξ ∂ Φ ∂
train_11484,Φ Ξ Φ ∫ Φ ∫ ∂ ∫ Ω Ξ ∇ Ξ ∇ Φ
train_11485,Ω Φ ∇ ∫ ∫ Ξ ∇ ∂ ∇ ∇
train_11486,∂ Ξ ∂ Ξ Ξ Φ ∇
train_11487,∂ Ω Φ Ω Ξ ∂ ∫ Ξ Φ ∂
train_11488,Ω Ξ ∇ ∫ Ω Ω Ω ∫ ∂ Ω Φ Ω Ω
train_11489,Ξ ∂ ∂ Φ Ξ ∫ ∇ Ξ ∫ ∂ Ω Ω ∂ Ω
train_11490,Φ Ω ∂ Φ ∇ Ξ ∇ Ω Ω Ξ Ω ∇ Ξ Φ
train_11491,∇ Φ ∫ Φ Ξ ∫ Ω Φ Ω Ξ Ω Φ ∂ Φ
train_11492,∫ Ξ ∫ Φ ∫
train_11493,∂ Φ Φ Φ Φ ∫ ∂ Φ Ξ Ω ∇
train_11494,∂ ∇ Ξ ∂ ∂ Ω
train_11495,∂ Φ ∫ ∂ Ω ∇ ∂ ∫ Φ ∇ ∂ ∂ Ξ
train_11496,∂ Ξ ∇ ∂ ∇ ∇
train_11497,Ω Ξ ∫ Ξ Ω ∫ Ξ Ω ∫ Ξ ∫
train_11498,Ξ ∫ ∂ ∇ Ξ Ω Ξ ∇ ∇ Φ Φ ∇ ∫
train_11499,Φ Φ ∂ Ξ Ω Φ Φ Ω ∫ Ξ
train_11500,Ξ Ω ∫ Ξ Φ Ξ Φ Ξ ∫ ∂ ∇ ∇ Ξ Ω
train_11501,Ξ ∫ Φ ∫ ∫ ∫ ∫ Ω Ω ∇ Ω
train_11502,∂ Φ Ξ ∇ Ξ Ξ Φ Ξ ∇
train_11503,Φ Ω Ω ∂ ∇
train_11504,∫ ∇ ∂ ∫ Φ ∫ Ω Ω Ξ Ω ∇ ∇ ∂ ∇
train_11505,∫ ∇ Φ Ξ Ω Φ ∇ ∂ ∂ Ω ∂ Ω
train_11506,Ξ Φ ∇ Φ Ω ∂ Φ ∇ Φ Ξ
train_11507,∫ ∂ Ξ ∫ Φ Φ
train_11508,∇ ∫ ∫ Ω Ξ Φ ∇ Φ Φ ∂
train_11509,∫ ∇ ∫ Ξ ∇ ∇
train_11510,∫ ∇ ∇ ∇ Ω Ξ Ω ∇ ∂ ∂ ∇
train_11511,Φ ∂ Φ ∂ ∇ ∂ ∫ ∫ ∇
train_11512,Ξ Ξ ∫ ∇ ∂
train_11513,∇ Φ Ξ ∇ ∂ Ξ
train_11514,∇ ∇ ∇ ∫ Ξ Ω ∫ Φ ∂ Φ Ω ∂ Ω ∂
train_11515,Ξ Ξ Φ Ξ ∂ ∇ ∫ Ω ∇ Φ Ω ∫ Ξ Ξ
train_11516,Φ ∂ ∫ ∂ Ξ Ω Ξ Ω ∇ Φ
train_11517,∫ ∫ Ξ Ω Φ Ξ Ξ ∫ ∫ Ω ∫
train_11518,∂ ∫ ∂ ∫ ∂ Ω Φ ∂ ∂ Ω ∇ ∇ Φ ∇
train_11519,∫ ∂ ∂ Ξ Φ Φ Ξ Ξ ∫ ∇ ∫
train_11520,Φ Φ Ξ Ω ∂ Φ Ξ ∇ ∇ ∂ ∫ Ω
train_11521,∫ ∇ ∫ Ω ∇
train_11522,Ω ∂ Ξ ∂ Φ ∇ Ξ Φ ∂ ∫ ∫ ∇ ∇ ∂
train_11523,Ξ Ω ∂ Ξ ∂ Ξ
train_11524,∇ ∂ Ξ Ω Ω ∫ Ξ ∂
train_11525,Ξ ∂ Ξ Ξ ∂ Ξ ∫ ∫
train_11526,Ω ∫ Ξ Ξ ∫ ∇ Ξ Ξ ∇ Φ
train_11527,Ω ∇ Φ Ω Φ Φ Ξ ∇ Ξ Ω Ξ ∇ Ξ Ω
train_11528,∂ Ω ∫ Ω Φ Ξ ∫ Ξ
train_11529,Ω Ω Φ ∂ Φ Ω ∫ ∇ ∂ ∂
train_11530,Ω ∂ ∂ Φ ∫ Ξ Φ ∇ ∫ Ξ ∇ Ξ ∇ ∇
train_11531,Ω Ω Φ Φ Ξ
train_11532,Ξ Φ ∂ ∫ ∇
train_11533,Ξ ∫ Ξ ∫ ∇ Ξ Ω ∇ ∫ ∂ Ξ Φ
train_11534,∫ ∫ Ξ Φ Φ ∫ ∇ ∇ Ω ∫ Φ ∇
train_11535,Ξ ∂ ∫ Ω Ξ ∇ Φ Ω Φ ∫ ∇ Φ
train_11536,∂ Ξ Φ Φ ∂ Ω Ω Φ Ω ∂
train_11537,Ω Ξ ∂ Ξ ∇ ∇ Ξ Φ ∇ Ω ∫ ∂ ∇ Ω
train_11538,∇ ∫ ∂ ∂ Ξ Ξ ∂ ∂
train_11539,Ξ ∫ Φ ∇ Ξ Ξ ∇ ∂ Ξ Ω Ξ Φ
train_11540,∫ Φ ∂ ∫ ∂ Ξ ∫
train_11541,∫ ∂ ∇ Φ ∫ Φ ∫
train_11542,Ξ Ξ ∫ ∂ Ξ Φ ∫ ∫ ∂ Φ Ω Ω
train_11543,∫ Φ Φ Ω ∫
train_11544,∂ ∇ Φ ∇ ∂ Ω ∇ Ξ Ξ Ω ∫
train_11545,Ξ ∫ ∇ Ω ∂ Φ ∫ ∫ ∫ ∇ Φ ∇
train_11546,Ξ ∇ Ξ ∂ Ω Φ ∂ Φ Ω
train_11547,Ω Φ Ω Φ Ω ∂ Ξ ∇
train_11548,∂ Ω ∂ Ξ Ξ Ω Φ Φ Φ ∂ ∂ ∫
train_11549,∫ Φ Ω Ω ∫ ∇ Ξ ∇ ∇ Φ Φ ∇ Φ Ξ
train_11550,∂ ∇ ∇ ∫ ∇
train_11551,∫ Ω Ω ∫ ∇ ∫ ∂ ∂ Ω
train_11552,Φ Φ Ξ ∂ ∂ ∫ Φ ∇ ∇ ∫
train_11553,Φ ∇ ∂ ∂ Φ ∫ Ω Ξ ∂ Ξ ∂
train_11554,∂ ∇ ∫ ∇ Ξ ∇ Ω ∫ Φ ∇ ∂ Ξ Ω
train_11555,∫ ∂ Φ ∇ Ξ ∂ ∫ ∫ Ω ∇ Φ
train_11556,∇ ∂ ∫ Φ Ξ ∫ Ω Φ
train_11557,Φ Ω ∫ ∫ Ω ∇
train_11558,∂ Φ Φ Ξ Ξ Φ
train_11559,Ω Ω ∫ Φ ∫ Φ Φ ∫ Ω Φ ∂ Ω Ω ∇
train_11560,Ξ ∫ ∂ ∂ Ω ∂ Ξ
train_11561,∂ ∇ ∂ ∇ ∇ Ω
train_11562,∂ Ω ∇ Ω ∫
train_11563,Ω ∂ ∫ ∇ Φ Φ ∇ Ξ
train_11564,Ξ ∇ ∫ ∇ ∫ Ω ∫ ∫ Φ ∇ Φ Ω ∫ Φ
train_11565,∇ ∇ ∇ Ξ Φ Ω ∇ ∇ ∂ Φ ∇ ∂ ∇ Ω
train_11566,Ξ ∂ ∇ Ω Ξ
train_11567,Ξ Ξ Φ ∇ ∂ Φ Φ Ξ Φ Ξ
train_11568,Ξ ∂ ∂ ∫ Φ ∇ Φ Ξ Ω
train_11569,Φ ∇ ∇ Ω ∫ ∇
train_11570,Ω Ω Φ ∇ Ξ Φ Ω Ξ ∇ ∂
train_11571,∇ Ω Ω ∫ Ξ ∂ Ξ Ξ Φ ∫ ∂
train_11572,Ω Ω Φ ∂ Φ Ω Ω Ξ Φ ∫ ∇ ∫ Ω
train_11573,Ξ ∂ ∂ ∂ Ξ Ω Ω Φ
train_11574,Φ ∫ ∫ Ξ Ξ ∇ ∫ ∂ ∂ Ω ∇ Ω
train_11575,Ξ Ω Ξ Ξ Ω ∂ Φ ∂ Ξ ∫ ∂
train_11576,Ξ ∂ Φ Ξ ∫ ∫ Ω Ω ∇ ∂ ∂ ∫ Φ
train_11577,∂ ∇ ∇ Φ ∇ ∂ ∇ ∫ Ω
train_11578,Ξ Φ ∂ ∇ Ξ ∫ ∫ Ξ ∂ ∂ ∫ Φ ∂ ∂
train_11579,Φ Φ ∫ Φ Ω Ω
train_11580,∇ ∂ ∫ Ξ ∇ ∂ ∂ ∇ ∇ ∇ Φ ∂ ∫
train_11581,Ω ∂ Ω Ω ∇ Ω
train_11582,Ξ Ξ ∂ Ω ∂ ∫ ∫ Ω ∂ ∫
train_11583,∫ ∇ Ξ ∫ ∇ Ξ ∫ ∇ Φ Ω ∫ ∇ Φ Ξ
train_11584,∂ Ω ∂ ∂ Φ
train_11585,∇ Ξ ∂ ∂ Φ Ω Ω ∇ ∫ ∂ Ω
train_11586,Ω Ξ Ξ ∫ Φ ∇ ∫ Φ Ξ ∇
train_11587,Φ Ω Ξ ∫ Ξ Ω
